ticker,score
WM,0.6390524241169121
BBY,0.6351569492273211
HCA,0.6294653700549723
SYK,0.6293480977049007
HBAN,0.6292574909538987
AJG,0.6266897755211778
ABNB,0.6261535187232499
HSY,0.6238492164803574
BK,0.6180553103691256
KMB,0.6171086188314984
PYPL,0.6104215735828259
CDNS,0.6088407417329393
APO,0.6084819911627404
MRSH,0.6073916859436987
FTNT,0.6032335073738578
UBER,0.5958232286156621
SNPS,0.5953349768691657
PM,0.5875125428978206
AKAM,0.5846950201079506
FAST,0.5844286577230912
AAPL,0.5809928900557327
KHC,0.5792976442013084
PGR,0.578754793366324
BDX,0.5718829194636728
CSCO,0.5705512951500448
TMUS,0.5676453566048
BKR,0.550525004054966
XOM,0.5503883058010869
RTX,0.5496356087545168
CME,0.5489293296210014
CAH,0.5423144311414911
HWM,0.5419204147530283
MA,0.5413382004507646
CTAS,0.540075665193501
SRE,0.5381621677983445
DLR,0.5335681329813124
LMT,0.5323668253906083
ROST,0.5313244020566849
SPGI,0.5300730112727967
LLY,0.5255636529962321
SPG,0.5182982909333828
V,0.5141639194059924
ISRG,0.5139518970263935
CB,0.513060945567892
PLD,0.5091750817093278
EBAY,0.5088603970605919
MDT,0.5084813879915181
CI,0.5083453590600668
MNST,0.5059573977169334
BKNG,0.5037045997804914
LYV,0.5016796334719827
CL,0.4979393109814794
APD,0.4956066990295518
HAL,0.4910730231969963
IQV,0.487427773498892
HLT,0.48327365857009064
SBUX,0.4760887797442017
OKE,0.46962586296081416
CRWD,0.467967947024566
CMCSA,0.45649777145985015
EA,0.451905623828463
AON,0.4450276047109106
ITW,0.4338878160970593
HPQ,0.43235197075749743
KVUE,0.43127836494023336
AMT,0.42584138741473726
MDLZ,0.4222593089796525
PFE,0.41783567653140835
ICE,0.41597612370284365
BMY,0.40532247013178097
AEP,0.38794567686277404
DPZ,0.3870333461664295
WMB,0.3868677579875331
BSX,0.38474549528926905
ULTA,0.3806449201529087
MSFT,0.37723785516443364
PG,0.37656546534646845
WBD,0.36392617339747146
CVX,0.3583640417563932
EW,0.357985796753256
LIN,0.3495233148443832
MSI,0.3433019329072953
SCHW,0.3392716835952588
ORLY,0.31471372972019895
PCG,0.3011012422316291
WMT,0.2998611741227942
NEE,0.28479703353818425
EQIX,0.2687920950316301
GD,0.2673698217042455
ADBE,0.2630479304730347
PSA,0.25921400101398623
DUK,0.2345042297630518
CRM,0.23365948023670507
PEP,0.21756999728938553
TRV,0.20871643281519675
VZ,0.2045362076604812
WELL,0.19702103398693444
TJX,0.1511435021557835
MCD,0.11255835931845823
JNJ,0.10859804309086017
MO,0.08722640465769095
COST,0.08460206156733935
KO,0.05109460543208375
SO,0.03920968566190142
O,0.005534021302453796
XEL,-0.03506745703390856
KMI,-0.18762600639342306
EXC,-0.39075528457236314
